inchi_key,level1,level2,level3,level4,level5,name,pert_id,smiles
CTNPALGJUAXMMC-HKJBKDEOSA-N,,,,,,,,CC1[NH]C(\C=C2\C(=O)NC3CCC(F)CC23)C(C)C1C(=O)NC[C@H](O)CN1CCOCC1
VGYFMXBACGZSIL-MCBHFWOFSA-N,C,C10,C10A,C10AA,C10AA08,pitavastatin,BRD-K75958547,O[C@H](C[C@H](O)\C=C\C1C(NC2CCCCC2C1-C1CCC(F)CC1)C1CC1)CC(O)=O
VMWNQDUVQKEIOC-CYBMUJFWSA-N,G,G04,G04B,G04BE,G04BE07,apomorphine,apomorphine,CN1CCC2CCCC-3C2[C@H]1CC1CCC(O)C(O)C-31
OOLLAFOLCSJHRE-ONBAZCQBSA-N,,,,,,,,CN(C)C1CCC(CC1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,C,C09,C09C,C09CA,C09CA01,losartan,BRD-K76205745,CCCCC1NC(CL)C(CO)N1CC1CCC(CC1)-C1CCCCC1-C1NNN[NH]1
BXNMTOQRYBFHNZ-UHFFFAOYSA-N,,,,,,resiquimod,BRD-K76210423,CCOCC1NC2C(N)NC3CCCCC3C2N1CC(C)(C)O
WQGDQGAFSDMBLA-UHFFFAOYSA-N,,,,,,,,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N
NGOGFTYYXHNFQH-UHFFFAOYSA-N,C,C04,C04A,C04AX,C04AX32,fasudil,BRD-K76617868,O=S(=O)(N1CCCNCC1)C1CCCC2CNCCC12
HYFHYPWGAURHIV-JFIAXGOJSA-N,L,L01,L01X,L01XX,L01XX40,omacetaxine mepesuccinate,omacetaxine mepesuccinate,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3CC4OCOC4CC3CCN3CCC[C@]23C=C1OC
WVXNSAVVKYZVOE-UHFFFAOYSA-N,,,,,,rebastinib,BRD-K76694128,CNC(=O)C1CC(OC2CCC(NC(=O)NC3CC(NN3-C3CCC4NCCCC4C3)C(C)(C)C)C(F)C2)CCN1
OTSOOHRUMBRSHZ-UHFFFAOYSA-N,,,,,,,,COCCN1C2C(C(=O)C3CCCCC3C2=O)[N+](CC2CNCCN2)C1C
HYWYRSMBCFDLJT-UHFFFAOYSA-N,M,M02,M02A,M02AA,M02AA26,nimesulide,BRD-K76775527,CS(=O)(=O)NC1CCC(CC1OC1CCCCC1)[N+]([O-])=O
YSEXMKHXIOCEJA-FVFQAYNVSA-N,C,C04,C04A,C04AE,C04AE02,nicergoline,BRD-K76810206,CO[C@]12C[C@@H](COC(=O)C3CNCC(BR)C3)CN(C)[C@@H]1CC1CN(C)C3CCCC2C13
LVWZTYCIRDMTEY-UHFFFAOYSA-N,N,N02,N02B,N02BB,N02BB72,metamizole,BRD-K76812510,CN(CS(O)(=O)=O)C1C(C)N(C)N(-C2CCCCC2)C1=O
OGQICQVSFDPSEI-UHFFFAOYSA-N,D,D05,D05A,D05AX,D05AX05,tazarotene,BRD-K76841105,CCOC(=O)C1CCC(NC1)C#CC1CCC2SCCC(C)(C)C2C1
LLVZBTWPGQVVLW-SNAWJCMRSA-N,,,,,,cp-724714,cp-724714,COCC(=O)NC\C=C\C1CCC2NCNC(NC3CCC(OC4CCC(C)NC4)C(C)C3)C2C1
JXZZEXZZKAWDSP-UHFFFAOYSA-N,C,C02,C02C,C02CA,C02CA02,indoramin,BRD-K76953762,O=C(NC1CCN(CCC2C[NH]C3CCCCC23)CC1)C1CCCCC1
FUZYTVDVLBBXDL-VIFPVBQESA-N,,,,,,,,NC(=O)[C@H]1CCCC2C1[NH]C1CCC(CL)CC21
IBGLGMOPHJQDJB-ROKHWSDSSA-N,,,,,,,,C1COC[C@@H]1N2C3=NC(=NC=C3N=C2NC4=C(C=C(C=C4F)F)F)NC5CCC(CC5)O
VFFZWMWTUSXDCB-ZDUSSCGKSA-N,,,,,,,,O=C(CNCCNC1CCC(CN1)C#N)N1CCC[C@H]1C#N
UBVZQGOVTLIHLH-UHFFFAOYSA-N,,,,,,topiroxostat,BRD-K77561571,N#CC1CC(CCN1)-C1N[NH]C(N1)-C1CCNCC1
UHTHHESEBZOYNR-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE12,vandetanib,BRD-K77625799,COC1CC2C(NC3CCC(BR)CC3F)NCNC2CC1OCC1CCN(C)CC1
CNIIGCLFLJGOGP-UHFFFAOYSA-N,R,R01,R01A,R01AB,R01AB02,naphazoline,BRD-K77641333,C(C1=NCCN1)C1CCCC2CCCCC12
PCSWXVJAIHCTMO-UHFFFAOYSA-P,D,D08,D08A,D08AH,D08AH01,dequalinium,BRD-K77685957,CC1CC(N)C2CCCCC2[N+]1CCCCCCCCCC[N+]1C(C)CC(N)C2CCCCC12
WJCNZQLZVWNLKY-UHFFFAOYSA-N,D,D01,D01A,D01AC,D01AC06,thiabendazole,thiabendazole,C1NC(CS1)-C1NC2CCCCC2[NH]1
WPNJAUFVNXKLIM-UHFFFAOYSA-N,C,C02,C02A,C02AC,C02AC05,moxonidine,BRD-K77771411,COC1NC(C)NC(CL)C1NC1=NCCN1
INVTYAOGFAGBOE-UHFFFAOYSA-N,,,,,,entinostat,BRD-K77908580,NC1CCCCC1NC(=O)C1CCC(CNC(=O)OCC2CCCNC2)CC1
QOYHHIBFXOOADH-UHFFFAOYSA-N,N,N05,N05A,N05AG,N05AG01,fluspirilene,BRD-K77947974,FC1CCC(CC1)C(CCCN1CCC2(CC1)N(CNC2=O)C1CCCCC1)C1CCC(F)CC1
OPXLLQIJSORQAM-UHFFFAOYSA-N,P,P02,P02C,P02CA,P02CA51,mebendazole,BRD-K77987382,COC(=O)NC1NC2CCC(CC2[NH]1)C(=O)C1CCCCC1
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,C,C03,C03E,C03EB,C03EB01,furosemide,BRD-K78010432,NS(=O)(=O)C1CC(C(O)=O)C(NCC2CCCO2)CC1CL
HRJWTAWVFDCTGO-UHFFFAOYSA-N,,,,,,ly-2090314,ly-2090314,FC1CC2CN(CCN3CC(C4=C(C(=O)NC4=O)C4CNC5CCCCN45)C(C1)C23)C(=O)N1CCCCC1
NVDBBGBUTKLRSN-UHFFFAOYSA-N,,,,,,,,OC1NC2CCCCC2N1C1CCN(CCOC2CCCCC2)CC1
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,J,J01,J01M,J01MA,J01MA04,enoxacin,BRD-K78113049,CCN1CC(C(O)=O)C(=O)C2CC(F)C(NC12)N1CCNCC1
IVRXNBXKWIJUQB-UHFFFAOYSA-N,,,,,,galunisertib,galunisertib,CC1CCCC(N1)-C1NN2CCCC2C1-C1CCNC2CCC(CC12)C(N)=O
MJVAVZPDRWSRRC-UHFFFAOYSA-N,B,B02,B02B,B02BA,B02BA02,menadione,BRD-K78126613,CC1=CC(=O)C2CCCCC2C1=O
DXYUAIFZCFRPTH-UHFFFAOYSA-N,,,,,,,,COC1CC2C(CC1O)OCC(-C1CCC(O)CC1)C2=O
KTEIFNKAUNYNJU-GFCCVEGCSA-N,L,L01,L01X,L01XE,L01XE16,crizotinib,BRD-K78431006,C[C@@H](OC1CC(CNC1N)-C1CNN(C1)C1CCNCC1)C1C(CL)CCC(F)C1CL
UQGKUQLKSCSZGY-UHFFFAOYSA-N,,,,,,,,CCCC1NC(C(C)(C)O)C(C(=O)OCC2OC(=O)OC2C)N1CC1CCC(CC1)-C1CCCCC1-C1NN[NH]N1
WDRYRZXSPDWGEB-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX07,lonidamine,BRD-K78513633,OC(=O)C1NN(CC2CCC(CL)CC2CL)C2CCCCC12
OFDNQWIFNXBECV-VFSYNPLYSA-N,,,,,,dolastatin 10,dolastatin 10,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1CCCCC1)C1NCCS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
MXAYKZJJDUDWDS-LBPRGKRZSA-N,L,L01,L01X,L01XX,L01XX50,ixazomib,BRD-K78659596,CC(C)C[C@H](NC(=O)CNC(=O)C1CC(CL)CCC1CL)B(O)O
VHOGYURTWQBHIL-UHFFFAOYSA-N,L,L04,L04A,L04AA,L04AA13,leflunomide,BRD-K78692225,CC1ONCC1C(=O)NC1CCC(CC1)C(F)(F)F
DXPSQKSTVIVZLV-UHFFFAOYSA-N,,,,,,,,CC1CCN(CC1)C2=C(C=CC(=C2)N3CCN(CC3)C)NC(=O)C4=CC(=CN4)C#N
DWQVGCQPWXKRKO-UHFFFAOYSA-N,,,,,,,,C1CC1COC2=CC=CC(=O)C2=C3C=C(C(=C(N3)N)C#N)C4CCNCC4
IYNDTACKOAXKBJ-UHFFFAOYSA-N,,,,,,,,OCCCNC1CC(CCN1)C2CCNC(NC3CCCC(CL)C3)N2
WOVKYSAHUYNSMH-RRKCRQDMSA-N,,,,,,broxuridine,BRD-K79095980,OC[C@H]1O[C@H](C[C@@H]1O)N1CC(BR)C(=O)[NH]C1=O
YBAWYTYNMZWMMJ-UHFFFAOYSA-N,,,,,,idalopirdine,BRD-K79102359,FC(F)C(F)(F)COC1CCCC(CNCCC2C[NH]C3CC(F)CCC23)C1
HXHWSAZORRCQMX-UHFFFAOYSA-N,P,P02,P02C,P02CA,P02CA03,albendazole,BRD-K79131256,CCCSC1CCC2[NH]C(NC(=O)OC)NC2C1
HESLKTSGTIBHJU-UHFFFAOYSA-N,,,,,,,,CS(=O)(=O)C1CCCC(CNC2NC(NC3CCC4NC(=O)CCC4C3)NCC2C(F)(F)F)C1
XAUDJQYHKZQPEU-KVQBGUIXSA-N,L,L01,L01B,L01BC,L01BC08,decitabine,BRD-K79254416,NC1NCN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1
ZCCPLJOKGAACRT-UHFFFAOYSA-N,,,,,,,,CC1CCC(CC1NC1NC(NC2N(C)NCC12)-C1CCCNC1)C(=O)NC1CCCC(C1)C(F)(F)F
AXRCEOKUDYDWLF-UHFFFAOYSA-N,,,,,,enzastaurin,BRD-K79404599,CN1CC(C2=C(C(=O)NC2=O)C2CN(C3CCN(CC4CCCCN4)CC3)C3CCCCC23)C2CCCCC12
UVKZSORBKUEBAZ-UHFFFAOYSA-N,R,R06,R06A,R06AE,R06AE03,cyclizine,BRD-K79501723,CN1CCN(CC1)C(C1CCCCC1)C1CCCCC1
BGBVSGSIXIIREO-UHFFFAOYSA-N,,,,,,bavisant,BRD-K79595931,O=C(N1CCN(CC1)C1CC1)C1CCC(CN2CCOCC2)CC1
XZWYZXLIPXDOLR-UHFFFAOYSA-N,A,A10,A10B,A10BD,A10BD23,metformin,BRD-K79602928,CN(C)C(=N)NC(N)=N
BNRNXUUZRGQAQC-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,sildenafil,BRD-K79759585,CCCC1NN(C)C2C1NC([NH]C2=O)-C1CC(CCC1OCC)S(=O)(=O)N1CCN(C)CC1
WTDWVLJJJOTABN-UHFFFAOYSA-N,,,,,,nesbuvir,BRD-K79989959,CNC(=O)C1C(OC2CC(N(CCO)S(C)(=O)=O)C(CC12)C1CC1)-C1CCC(F)CC1
VIZXMHCBZLGUET-UHFFFAOYSA-N,,,,,,,,CC(C)C1CCC(C)C2C(CC(C)C2C1)S(O)(=O)=O
PFGVNLZDWRZPJW-OPAMFIHVSA-N,,,,,,otamixaban,BRD-K80082640,COC(=O)[C@H](CC1CCCC(C1)C(N)=N)[C@@H](C)NC(=O)C1CCC(CC1)-C1CC[N+]([O-])CC1
WUBBRNOQWQTFEX-UHFFFAOYSA-N,J,J04,J04A,J04AA,J04AA02,aminosalicylic acid,aminosalicylic acid,NC1CCC(C(O)=O)C(O)C1
ZYQXEVJIFYIBHZ-UHFFFAOYSA-N,,,,,,,,CC(C)(O)CC(=O)NCCN1CCC2NCNC(NC3CCC(OC4CCCC(C4)C(F)(F)F)C(CL)C3)C12
LLJFMFZYVVLQKT-UHFFFAOYSA-N,A,A10,A10B,A10BB,A10BB08,gliquidone,BRD-K80396088,COC1CCC2C(C1)C(=O)N(CCC1CCC(CC1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C
MPDGHEJMBKOTSU-AOLSMHRZSA-N,,,,,,,,C[C@]12CC[C@@](C)(C[C@@H]1C1=CC(=O)[C@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O
XIESSJVMWNJCGZ-VKJFTORMSA-N,,,,,,erteberel,BRD-K80608265,OC1CCC(CC1)[C@@H]1OC2CCC(O)CC2[C@@H]2CCC[C@H]12
MHXGEROHKGDZGO-UHFFFAOYSA-N,,,,,,sgi-1776,sgi-1776,CN1CCC(CNC2CCC3NCC(-C4CCCC(OC(F)(F)F)C4)N3N2)CC1
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,,,,,,resveratrol,BRD-K80738081,OC1CCC(CC1)\C=C\C1CC(O)CC(O)C1
VRYMTAVOXVTQEF-UHFFFAOYSA-N,C,C04,C04A,C04AX,C04AX10,moxisylyte,BRD-K81144366,CC(C)C1CC(OC(C)=O)C(C)CC1OCCN(C)C
DFBIRQPKNDILPW-LKUXBXJISA-N,,,,,,,,CC(C)[C@@]12O[C@@H]1[C@@H]1O[C@]11[C@]3(O[C@@H]3C[C@@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O
OZOMQRBLCMDCEG-VIZOYTHASA-N,M,M03,M03C,M03CA,M03CA01,dantrolene,BRD-K81272440,[O-][N+](=O)C1CCC(CC1)-C1CCC(\C=N\N2CC(=O)NC2=O)O1
DTXXSJZBSTYZKE-OXMAATCFSA-N,,,,,,,,[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H]
WAEXFXRVDQXREF-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX38,vorinostat,BRD-K81418486,ONC(=O)CCCCCCC(=O)NC1CCCCC1
MUOKSQABCJCOPU-UHFFFAOYSA-N,,,,,,silmitasertib,silmitasertib,OC(=O)C1CCC2C(C1)NC(NC1CCCC(CL)C1)C1CCNCC21
YLJREFDVOIBQDA-UHFFFAOYSA-N,N,N06,N06D,N06DA,N06DA01,tacrine,BRD-K81473089,NC1C2CCCCC2NC2CCCCC12
HHZIURLSWUIHRB-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE08,nilotinib,BRD-K81528515,CC1CN(CN1)-C1CC(NC(=O)C2CCC(C)C(NC3NCCC(N3)-C3CCCNC3)C2)CC(C1)C(F)(F)F
PXGPLTODNUVGFL-YNNPMVKQSA-N,G,G02,G02A,G02AD,G02AD01,dinoprost,BRD-K81672972,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
NXWASIVXQMMPLM-ZXMXYHOLSA-N,,,,,,vtp-27999,vtp-27999,CN[C@H](CNC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)C1CCCC(CL)C1)C[C@H]1CCCOC1
FQVLRGLGWNWPSS-BXBUPLCLSA-N,,,,,,,,CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CNC[NH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O
NQPDXQQQCQDHHW-UHFFFAOYSA-N,P,P02,P02B,P02BX,P02BX04,triclabendazole,BRD-K81916719,CSC1NC2CC(CL)C(OC3CCCC(CL)C3CL)CC2[NH]1
PKXWXXPNHIWQHW-MAZHCROVSA-N,,,,,,,,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C2CCCCC2CCN(C)C1=O
BKJIXTWSNXCKJH-UHFFFAOYSA-N,,,,,,elesclomol,BRD-K82135108,CN(NC(=O)CC(=O)NN(C)C(=S)C1CCCCC1)C(=S)C1CCCCC1
YVXVTLGIDOACBJ-SFHVURJKSA-N,,,,,,(2s)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,(2s)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,CC(=O)NC1CCC(OC[C@](C)(O)C(=O)NC2CCC(C(C2)C(F)(F)F)[N+]([O-])=O)CC1
WGEVKJVUKOELFY-UHFFFAOYSA-N,,,,,,,,CC1=CC(=C(C=C1NN=C2C=C(C(=O)C=C2N)C)S(=O)(=O)O)C
YWXYYJSYQOXTPL-SLPGGIOYSA-N,C,C01,C01D,C01DA,C01DA14,isosorbide mononitrate,isosorbide mononitrate,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O
SNKZJIOFVMKAOJ-UHFFFAOYSA-N,,,,,,tramiprosate,BRD-K82234479,NCCCS(O)(=O)=O
DOBMPNYZJYQDGZ-UHFFFAOYSA-N,B,B01,B01A,B01AA,B01AA01,dicoumarol,BRD-K82236179,OC1C(CC2C(O)C3CCCCC3OC2=O)C(=O)OC2CCCCC12
ACWZRVQXLIRSDF-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE41,binimetinib,BRD-K82244583,CN1CNC2C(F)C(NC3CCC(BR)CC3F)C(CC12)C(=O)NOCCO
LOCQRDBFWSXQQI-UHFFFAOYSA-N,,,,,,,,COC1CCC(NS(=O)(=O)C2SC3CCC(CL)CC3C2C)CC1N1CCNCC1
LJIFOCRGDDQFJF-UHFFFAOYSA-M,,,,,,,,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CN=CC=C4)NCCC(=O)[O-]
YVPGZQLRPAGKLA-UHFFFAOYSA-N,,,,,,n-6022,n-6022,CC1CC(CCC1-N1C(CCC(O)=O)CCC1-C1CCC(CC1)-N1CCNC1)C(N)=O
KCXVZYZYPLLWCC-UHFFFAOYSA-N,,,,,,edetic acid,edetic acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
OBDOVFRMEYHSQB-UHFFFAOYSA-N,R,R07,R07A,R07AB,R07AB07,almitrine,BRD-K82677201,FC1CCC(CC1)C(N1CCN(CC1)C1NC(NCC=C)NC(NCC=C)N1)C1CCC(F)CC1
JLYAXFNOILIKPP-KXQOOQHDSA-N,,,,,,navitoclax,BRD-K82746043,CC1(C)CCC(=C(CN2CCN(CC2)C2CCC(CC2)C(=O)NS(=O)(=O)C2CCC(N[C@H](CCN3CCOCC3)CSC3CCCCC3)C(C2)S(=O)(=O)C(F)(F)F)C1)C1CCC(CL)CC1
XQGZSYKGWHUSDH-UHFFFAOYSA-N,,,,,,dazoxiben,BRD-K82767007,OC(=O)C1CCC(OCCN2CCNC2)CC1
JCCNYMKQOSZNPW-UHFFFAOYSA-N,R,R06,R06A,R06AX,R06AX13,loratadine,BRD-K82795137,CCOC(=O)N1CCC(CC1)=C1C2CCC(CL)CC2CCC2CCCNC12
FAEKWTJYAYMJKF-QHCPKHFHSA-N,A,A10,A10B,A10BD,A10BD14,repaglinide,BRD-K82846253,CCOC1CC(CC(=O)N[C@@H](CC(C)C)C2CCCCC2N2CCCCC2)CCC1C(O)=O
QGZYDVAGYRLSKP-UHFFFAOYSA-N,,,,,,ricolinostat,ricolinostat,ONC(=O)CCCCCCNC(=O)C1CNC(NC1)N(C1CCCCC1)C1CCCCC1
BPRHUIZQVSMCRT-VEUZHWNKSA-N,C,C10,C10B,C10BX,C10BX10,rosuvastatin,BRD-K82941592,CC(C)C1NC(NC(-C2CCC(F)CC2)C1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O
MIJFNYMSCFYZNY-UHFFFAOYSA-N,,,,,,mirodenafil,BRD-K82967685,CCCOC1CCC(CC1-C1NC2C(CCC)CN(CC)C2C(=O)[NH]1)S(=O)(=O)N1CCN(CCO)CC1
ZWAOHEXOSAUJHY-YQHTUYAKSA-N,,,,,,,,C[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1CC(F)C(=O)[NH]C1=O
JWYIGNODXSRKGP-UHFFFAOYSA-N,,,,,,azd-1981,azd-1981,CC(=O)NC1CCCC2N(CC(O)=O)C(C)C(SC3CCC(CL)CC3)C12
PQOOIERVZAXHBP-UHFFFAOYSA-N,,,,,,,,O=C(N1CCC(CC1)N1CCCC1)C1CCC(C(=O)N2CCC(CC2)N2CCCC2)C(NC2CCCCC2)C1
RKEWSXXUOLRFBX-UHFFFAOYSA-N,N,N05,N05A,N05AX,N05AX17,pimavanserin,BRD-K83405785,CC(C)COC1CCC(CNC(=O)N(CC2CCC(F)CC2)C2CCN(C)CC2)CC1
NOQGZXFMHARMLW-UHFFFAOYSA-N,,,,,,,,CN(C)NC(=O)CCC(=O)O
BFNKQTIJVFGCKQ-PDJGWCFMSA-N,,,,,,,,CN(CC1CCCCC1)C(=O)[C@H](CC1CCC2CCCCC2C1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)C1CN(C)C2CCCCC12
QHLVBNKYJGBCQJ-UHFFFAOYSA-N,,,,,,onvansertib,onvansertib,CN1CCN(CC1)C1CCC(OC(F)(F)F)C(NC2NCC3CCC4C(NN(CCO)C4-C3N2)C(N)=O)C1
XEAOPVUAMONVLA-QGZVFWFLSA-N,,,,,,avagacestat,BRD-K83720053,NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCC(CC1F)-C1NCON1)S(=O)(=O)C1CCC(CL)CC1
YTFHCXIPDIHOIA-DHZHZOJOSA-N,,,,,,palovarotene,BRD-K83794243,CC1(C)CCC(C)(C)C2CC(\C=C\C3CCC(CC3)C(O)=O)C(CN3CCCN3)CC12
PAWIYAYFNXQGAP-UHFFFAOYSA-N,,,,,,quisinostat,quisinostat,CN1CC(CNCC2CCN(CC2)C2NCC(CN2)C(=O)NO)C2CCCCC12
HHFBDROWDBDFBR-UHFFFAOYSA-N,,,,,,mln8054,mln8054,OC(=O)C1CCC(NC2NCC3CN=C(C4CC(CL)CCC4-C3N2)C2C(F)CCCC2F)CC1
PXGLIUGVLBRUBV-UHFFFAOYSA-N,,,,,,,,CCN1CCN(CC2CCC(NC3NCC4N(C)C(=O)C5CCCCC5N(C)C4N3)CC2C(F)(F)F)CC1
WZGBZLHGOVJDET-UHFFFAOYSA-N,N,N06,N06B,N06BX,N06BX10,nizofenone,BRD-K84011460,CCN(CC)CC1NCCN1-C1CCC(CC1C(=O)C1CCCCC1CL)[N+]([O-])=O
HTQMVQVXFRQIKW-UHFFFAOYSA-N,C,C09,C09D,C09DB,C09DB07,candesartan,BRD-K84091759,CCOC1NC2CCCC(C(O)=O)C2N1CC1CCC(CC1)-C1CCCCC1-C1NNN[NH]1
ZGLHBRQAEXKACO-XJRQOBMKSA-N,,,,,,,,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
IXOXBSCIXZEQEQ-UHTZMRCNSA-N,L,L01,L01B,L01BB,L01BB07,nelarabine,BRD-K84466663,COC1NC(N)NC2N(CNC12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
QFCXANHHBCGMAS-UHFFFAOYSA-N,,,,,,telatinib,BRD-K84564571,CNC(=O)C1CC(COC2NNC(NC3CCC(CL)CC3)C3CCOC23)CCN1
BTTNOGHPGJANSW-IBGZPJMESA-N,,,,,,radezolid,BRD-K84683831,CC(=O)NC[C@H]1CN(C(=O)O1)C1CCC(C(F)C1)-C1CCC(CNCC2CNN[NH]2)CC1
YJYPHIXNFHFHND-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX22,agomelatine,BRD-K84698278,COC1CCC2CCCC(CCNC(C)=O)C2C1
CNPVJJQCETWNEU-CYFREDJKSA-N,,,,,,vicriviroc,BRD-K84748119,COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1C(C)NCNC1C)C1CCC(CC1)C(F)(F)F
WXXSNCNJFUAIDG-UHFFFAOYSA-N,C,C02,C02K,C02KX,C02KX05,riociguat,BRD-K84783599,COC(=O)N(C)C1C(N)NC(NC1N)-C1NN(CC2CCCCC2F)C2NCCCC12
WVXRAFOPTSTNLL-NKWVEPMBSA-N,,,,,,,,NC1NCNC2N(CNC12)[C@H]1CC[C@@H](CO)O1
UJCACMLMPLLRGW-UHFFFAOYSA-N,,,,,,,,CC1C2C(OC1S(O)(=O)=O)-C1CCC3C(CCCC3(C)C)C1C(=O)C2=O
DKMACHNQISHMDN-RPLLCQBOSA-N,,,,,,almorexant,BRD-K84810405,CNC(=O)[C@H](N1CCC2CC(OC)C(OC)CC2[C@@H]1CCC1CCC(CC1)C(F)(F)F)C1CCCCC1
DSFNLJXHXBIKDS-UHFFFAOYSA-N,,,,,,iowh-032,iowh-032,OC1C(BR)CC(CC1BR)-C1NOC(N1)C(=O)NCC1CCC(OC2CCCCC2)CC1
DALCQQSLNPLQFZ-UHFFFAOYSA-N,,,,,,,,OC(=O)CCC1CC(CCC1OCC1CCC2C(O)NOC2C1)C(=O)C1CCC(OC2CCCC2)CC1O
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,J,J05,J05A,J05AR,J05AR14,darunavir,BRD-K84986517,CC(C)CN(C[C@@H](O)[C@H](CC1CCCCC1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1CCC(N)CC1
JMEYDSHPKCSIJC-UHFFFAOYSA-N,,,,,,,,CC(=O)N1CCN(CCOC2CCC(CC2)C2CCN(CC2)C2=NN3C(CC2)NNC3C(F)(F)F)CC1
QCHFTSOMWOSFHM-WPRPVWTQSA-N,N,N07,N07A,N07AX,N07AX01,pilocarpine,BRD-K85090592,CC[C@H]1[C@@H](CC2CNCN2C)COC1=O
JLRGJRBPOGGCBT-UHFFFAOYSA-N,V,V04,V04C,V04CA,V04CA01,tolbutamide,BRD-K85119730,CCCCNC(=O)NS(=O)(=O)C1CCC(C)CC1
NOFOAYPPHIUXJR-APNQCZIXSA-N,,,,,,,,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO
YJQPYGGHQPGBLI-KGSXXDOSSA-N,,,,,,novobiocin,BRD-K85307935,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2CCC3C(O)C(NC(=O)C4CCC(O)C(CC=C(C)C)C4)C(=O)OC3C2C)OC1(C)C
NQHNLNLJPDMBFN-UHFFFAOYSA-O,A,A03,A03C,A03CA,A03CA04,otilonium,BRD-K85337334,CCCCCCCCOC1CCCCC1C(=O)NC1CCC(CC1)C(=O)OCC[N+](C)(CC)CC
BAWMTQUBRCAWFL-ZZEZOPTASA-N,,,,,,,,CN1CCN(CC1)C1CCC2NC([NH]C2C1)-C1C(N)C2C(F)CCCC2[NH]C1=O
QNAZTOHXCZPOSA-UHFFFAOYSA-N,,,,,,sobetirome,BRD-K85406984,CC(C)C1CC(CC2C(C)CC(OCC(O)=O)CC2C)CCC1O
JWNPDZNEKVCWMY-VQHVLOKHSA-N,L,L01,L01X,L01XE,L01XE45,neratinib,BRD-K85606544,CCOC1CC2NCC(C#N)C(NC3CCC(OCC4CCCCN4)C(CL)C3)C2CC1NC(=O)\C=C\CN(C)C
