name,atc
tafluprost,S01EE05
fosinopril and diuretics,C09BA09
vismodegib,L01XX43
"Arsenic compounds, for amoebiasis and other protozoal diseases",P01AR
Mammal,T015
"Corticosteroid derivatives, antimigraine drugs",N02CB
propatylnitrate,C01DA07
ezetimibe,C10AX09
"Nitrosoureas, antineoplastic alkylating agents",L01AD
sulprostone,G02AD05
brodalumab,L04AC12
spiramycin,J01FA02
sodium chloride,A12CA01
mepartricin,A01AB16
"zidovudine, lamivudine and nevirapine",J05AR05
ronifibrate,C10AB07
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05
fenticonazole,D01AC12
bezlotoxumab,J06BB21
tocofersolan,A11HA08
"cyclopentolate, combinations",S01FA54
Other high-ceiling diuretics in ATC,C03CX
betamethasone and antiinfectives,S01CA05
follitropin beta,G03GA06
tolpropamine,D04AA12
propyliodone,V08AD03
rifamycin,S02AA12
chlorhexidine,A01AB03
carbenoxolone,A02BX01
"tiotropium bromide, combinations",R03BB54
sulfamoxole,J01EC03
veralipride,N05AL06
"Corticosteroids and antiinfectives in combination, opthalmologic",S01CA
aminophenazone,N02BB03
technetium (99mTc) exametazime,V09AA01
"pantoprazole, amoxicillin, clarithromycin and metronidazole",A02BD11
sirukumab,L04AC15
"buprenorphine, combinations",N07BC51
nepafenac,S01BC10
"Prostaglandins, oxytocics",G02AD
ciprofloxacin,S02AA15
filgrastim,L03AA02
"etidocaine, combinations",N01BB57
ticarcillin,J01CA13
doxycycline,J01AA02
triamterene,C03DB02
telavancin,J01XA03
rufloxacin,J01MA10
methylprednisolone and antiinfectives,S01CA08
proguanil,P01BB01
mercuric amidochloride,D08AK01
flurbiprofen,M02AA19
lamivudine,J05AF05
flunarizine,N07CA03
carbamazepine,N03AF01
pegvisomant,H01AX01
"CORTICOSTEROIDS, OTHER COMBINATIONS",D07X
cefalotin,J01DB03
proglumetacin,M01AB14
Alpha-adrenoreceptor antagonists and diuretics,C02LE
vintafolide,L01CA06
butenafine,D01AE23
ANTIANEMIC PREPARATIONS,B03
Hemofiltrates,B05ZB
nicorandil,C01DX16
levocabastine,S01GX02
indacaterol,R03AC18
Organism Attribute,T032
febarbamate,M03BA05
"meprobamate, combinations",N05CX01
bumetanide,C03CA02
metacycline,J01AA05
dexmethylphenidate,N06BA11
"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",D07C
gadoxetic acid,V08CA10
lercanidipine,C08CA13
"papaverine, combinations",G04BE52
Selective estrogen receptor modulators,G03XC
naproxcinod,M01AE18
naproxen,M01AE02
physostigmine,S01EB05
acetarsol,A07AX02
povidone-iodine,G01AX11
procaine,S01HA05
PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,N06C
everolimus,L01XE10
evolocumab,C10AX13
tirilazad,N07XX01
xylometazoline,R01AA07
Centrally acting antiobesity products,A08AA
dopexamine,C01CA14
doxapram,R07AB01
loprazolam,N05CD11
valrubicin,L01DB09
epanolol,C07AB10
nadroparin,B01AB06
buformin,A10BA03
zinc chloride,B05XA12
midodrine,C01CA17
umeclidinium bromide,R03BB07
guanoxabenz,C02CC07
ferrous glycine sulfate,B03AA01
"Estrogens, combinations with other drugs",G03CC
cinchophen,M04AC02
nesiritide,C01DX19
lofexidine,N07BC04
"neomycin, combinations",A07AA51
lutetium (177Lu) oxodotreotide,V10XX04
"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA
oxyphencyclimine and psycholeptics,A03CA03
etafenone,C01DX07
ceftriaxone and beta-lactamase inhibitor,J01DD63
bromides,N05CM11
"phenytoin, combinations",N03AB52
thiamine,A11DA01
"measles, combinations with mumps and rubella, live attenuated",J07BD52
Opium derivatives and expectorants,R05FA
dicloxacillin,J01CF01
megestrol,G03DB02
tramadol and dexketoprofen,N02AJ14
albinterferon alfa-2b,L03AB12
ANTICHOLINERGIC AGENTS,N04A
THYROID DIAGNOSTIC RADIOPHARMACEUTICALS,V09F
"Ergot alkaloids, antimigraine",N02CA
OTHER MINERAL SUPPLEMENTS in ATC,A12C
carteolol,S01ED05
Antiseptics and corticosteroids,G01BD
iopentol,V08AB08
chondroitin sulfate-iron complex,B03AB07
fluocortolone,C05AA08
moperone,N05AD04
sequifenadine,R06AX32
nitrazepam,N05CD02
oxacillin,J01CF04
nedocromil,R01AC07
mitobronitol,L01AX01
terbinafine,D01BA02
doxercalciferol,H05BX03
"Trimethoprim and derivatives, systemic antibacterials",J01EA
"encephalitis, tick borne, inactivated, whole virus",J07BA01
cyclopenthiazide and potassium-sparing agents,C03EA07
coagulation factor VII,B02BD05
pemetrexed,L01BA04
prednisolone,S01CB02
ribostamycin,J01GB10
decamethoxine,D08AJ10
"Zinc products, emollients and protectives",D02AB
histamine dihydrochloride,L03AX14
potassium salicylate,N02BA12
bevonium and psycholeptics,A03CA06
Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,A10BH
ampicillin and beta-lactamase inhibitor,J01CR01
carbasalate calcium,N02BA15
BLOOD AND BLOOD FORMING ORGAN DRUGS,B
etybenzatropine,N04AC30
Other potassium-sparing agents in ATC,C03DB
lisinopril and diuretics,C09BA03
Methyldopa and diuretics in combination,C02LB
HORMONES AND RELATED AGENTS,L02A
chlorbenzoxamine,A03AX03
econazole,D01AC03
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C
sodium selenite,A12CE02
etomidate,N01AX07
sultamicillin,J01CR04
"betaxolol, combinations",S01ED52
rivastigmine,N06DA03
idanpramine,A03AX06
thenalidine,D04AA03
linezolid,J01XX08
penthienate,A03AB04
difetarsone,P01AR02
dextran,B05AA05
pravastatin and acetylsalicylic acid,C10BX02
Calcineurin inhibitors,L04AD
levobupivacaine,N01BB10
oprelvekin,L03AC02
aciclovir,D06BB03
Cell Function,T043
cefditoren,J01DD16
heptabarbital,N05CA11
labetalol,C07AG01
fosphenytoin,N03AB05
fidaxomicin,A07AA12
metreleptin,A16AA07
piperidione,R05DB23
budesonide,D07AC09
"Carbohydrates/proteins/minerals/vitamins, combinations",V06DA
mexiletine,C01BB02
sulfametrole and trimethoprim,J01EE03
Measles vaccines,J07BD
fenozolone,N06BA08
dibutylsuccinate,P03BX04
Somatropin and somatropin agonists,H01AC
Serotonin receptor antagonists for functional gastrointestinal disorders,A03AE
azapropazone,M01AX04
pyrimethamine,P01BD01
dexpanthenol,A11HA30
benzydamine,M01AX07
diosmin,C05CA03
OTHER DERMATOLOGICAL PREPARATIONS IN ATC,D11AX
Lavandulae aetheroleum,N05BX05
lapatinib,L01XE07
promazine,N05AA03
phytomenadione,B02BA01
Glycogenolytic hormones,H04AA
cefsulodin,J01DD03
histamine phosphate,V04CG03
Bulk-forming laxatives,A06AC
diloxanide,P01AC01
Other peripheral vasodilators in ATC,C04AX
clioquinol,S02AA05
ustekinumab,L04AC05
morphine and antispasmodics,N02AG01
metformin and alogliptin,A10BD13
ceritinib,L01XE28
"pethidine, combinations with psycholeptics",N02AB72
mezlocillin,J01CA10
"prilocaine, combinations",N01BB54
phenolphthalein,A06AB04
tetracosactide,H01AA02
"meningococcus A, purified polysaccharides antigen conjugated",J07AH10
technetium (99mTc) etarfolatide,V09IA08
capreomycin,J04AB30
ANTIBIOTICS FOR TOPICAL USE,D06A
mometasone,R03BA07
Antiinfectives,S02AA
cortisone,H02AB10
Detoxifying agents for antineoplastic treatment,V03AF
cascara,A06AB07
ethchlorvynol,N05CM08
amitriptyline and psycholeptics,N06CA01
palifermin,V03AF08
thiamazole,H03BB02
motretinide,D10AD05
Poliomyelitis vaccines,J07BF
DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03
Nucleotide Sequence,T086
lesinurad,M04AB05
hyoscyamine and psycholeptics,A03CB31
fenfluramine,A08AA02
ANTIMETABOLITES,L01B
clorindione,B01AA09
carbuterol,R03CC10
dihydrocodeine and acetylsalicylic acid,N02AJ02
Other peripherally acting muscle relaxants in ATC,M03AX
bioallethrin,P03AC02
fluocinolone acetonide and antiseptics,D07BC02
etirinotecan pegol,L01XX56
ocrelizumab,L04AA36
Combinations of antineoplastic agents,L01XY
"Synthetic estrogens, plain",G03CB
dequalinium,R02AA02
rabies serum,J06AA06
isradipine,C08CA03
kallidinogenase,C04AF01
disulfiram,P03AA04
ioglycamic acid,V08AC03
oxitriptan,N06AX01
bromelains,D03BA03
cytomegalovirus immunoglobulin,J06BB09
olaflur,A01AA03
"Antifungal Antibiotics, Topical",D01AA
"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",C07D
"Platinum compounds, antineoplastic drugs",L01XA
calcium glycerylphosphate,A12AA08
Boric acid antiseptics and disinfectants,D08AD
terodiline,G04BD05
dienestrol,G03CC02
nimodipine,C08CA06
iopanoic acid,V08AC06
INSULINS AND ANALOGUES,A10A
asenapine,N05AH05
ANTIHYPERTENSIVES,C02
drospirenone and ethinylestradiol,G03AA12
pimethixene,R06AX23
clofibrate,C10AB01
aciclovir,J05AB01
"plague, inactivated, whole cell",J07AK01
Drugs for urinary frequency and incontinence,G04BD
carmofur,L01BC04
PARASYMPATHOMIMETICS,N07A
acetylcysteine,R05CB01
glutathione,V03AB32
tacrolimus,D11AH01
romidepsin,L01XX39
Beta-lactamase sensitive penicillin combinations,J01CE30
cerliponase alfa,A16AB17
vinylbital,N05CA08
dobutamine,C01CA07
"Pyrazolones, analgesics and antipyretics",N02BB
gemfibrozil,C10AB04
lomustine,L01AD02
ioxitalamic acid,V08AA05
Imidazole derivatives antiinfectives/antiseptics and corticosteroids,G01BF
protein hydrolysates,B05BA04
ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01
tobramycin,J01GB01
busulfan,L01AB01
azathioprine,L04AX01
tribromometacresol,D01AE03
formoterol and glycopyrronium bromide,R03AL07
alitretinoin,D11AH04
solifenacin,G04BD08
"levodopa, decarboxylase inhibitor and COMT inhibitor",N04BA03
camazepam,N05BA15
"etilefrine, combinations",C01CA51
pentetrazol,R07AB03
deoxycholic acid,D11AX24
"Protease inhibitors, direct acting antivirals",J05AE
"cholera, live attenuated",J07AE02
phenylbutazone,M01AA01
"MAO inhibitors, antihypertensives",C02KC
Antiandrogens and estrogens,G03HB
vancomycin,A07AA09
"dipyrocetyl, combinations excl. psycholeptics",N02BA59
textile allergenic extracts,V01AA09
sodium edetate,S01XA05
"codeine, combinations with psycholeptics",N02AA79
prednisolone and antiinfectives,S01CA02
thiazinam,R06AD06
"prednisolone, combinations",R01AD52
mepolizumab,R03DX09
lithium,N05AN01
biotin,A11HA05
ziconotide,N02BG08
alclometasone,D07AB10
Aldosterone antagonists,C03DA
tiapride,N05AL03
"avocado and soyabean oil, unsaponifiables",M01AX26
Daily or Recreational Activity,T056
zolmitriptan,N02CC03
ethyl loflazepate,N05BA18
framycetin,S01AA07
Anti-gonadotropin-releasing hormones,H01CC
eteplirsen,M09AX06
Thiazides and potassium in combination,C03AB
retapamulin,D06AX13
pheniramine,R06AB05
prednisolone,D07AA03
captopril,C09AA01
"quinine, combinations with psycholeptics",M09AA72
neomycin,A07AA01
acemetacin,M01AB11
"BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS",A03B
Potassium supplement combinations,A12BA30
ANTIMALARIALS,P01B
"DIGESTIVES, INCL. ENZYMES",A09
reserpine,C02AA02
atenolol and nifedipine,C07FB03
trimipramine,N06AA06
Superparamagnetic contrast media,V08CB
metronidazole,J01XD01
epinephrine,C01CA24
methacetin (13C),V04CE03
nilvadipine,C08CA10
oxaprozin,M01AE12
"Triazole derivatives, systemic antimycotics",J02AC
cefepime,J01DE01
carisoprodol,M03BA02
"Corticosteroids, very potent, other combinations",D07XD
didanosine,J05AF02
calcifediol,A11CC06
pitolisant,N07XX11
pirisudanol,N06BX08
Retinoids for topical use in acne,D10AD
idarubicin,L01DB06
silver,D08AL30
etamsylate,B02BX01
glymidine,A10BC01
sodium bicarbonate,B05CB04
Preparations increasing uric acid excretion,M04AB
phenylephrine,R01AA04
mephentermine,C01CA11
bazedoxifene,G03XC02
"yellow fever, live attenuated",J07BL01
OTHER GYNECOLOGICALS in ATC,G02
"dexchlorpheniramine, combinations",R06AB52
reproterol,R03AC15
ibuprofen,G02CC01
INFLAMMATION AND INFECTION DETECTION,V09H
bevacizumab,L01XC07
"meloxicam, combinations",M01AC56
Other antifungal combinations for topical use in ATC,D01AE20
prednimustine,L01AA08
OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,R07A
Expectorants,R05CA
cyclopentolate,S01FA04
oxybuprocaine,S01HA02
ospemifene,G03XC05
rifamycin,J04AB03
creosote,R05CA08
etidocaine,N01BB07
flunoxaprofen,G02CC04
buprenorphine,N07BC01
carbachol,S01EB02
flunoxaprofen,M01AE15
vaginal ring with progestogen and estrogen,G02BB01
Streptomycins,J01GA
natamycin,A01AB10
naloxegol,A06AH03
ferrous iodine,B03AA11
insulin degludec and insulin aspart,A10AD06
lamivudine and abacavir,J05AR02
"cyanocobalamin, combinations",B03BA51
atropine,A03BA01
"Watersoluble, nephrotropic, high osmolar X-ray contrast media",V08AA
Other antimigraine preparations in ATC,N02CX
norgestrienone,G03AC07
tetracycline,A01AB13
rokitamycin,J01FA12
isothipendyl,D04AA22
thebacon,R05DA10
"Indifferent preparations, otologicals",S02DC
romiplostim,B02BX04
"smallpox, live attenuated",J07BX01
hydrocortisone,D07XA01
dinoprostone,G02AD02
thiethylperazine,R06AD03
bevantolol,C07AB06
azacitidine,L01BC07
papaveretum,N02AA10
iocarmic acid,V08AA08
Professional or Occupational Group,T097
betamethasone,A07EA04
Alpha- and beta-adrenoreceptor agonist inhalants,R03AA
"Secondary and tertiary amines, ganglion-blocking antiadrenergic",C02BB
coagulation factor VIII,B02BD02
technetium (99mTc) ethylenedicysteine,V09CA06
azilsartan medoxomil,C09CA09
antazoline,R01AC04
etynodiol and ethinylestradiol,G03AA01
nitrogen,V03AN04
epicillin,J01CA07
electrolytes with carbohydrates,B05BB02
potassium iodide,V03AB21
propanidid,N01AX04
methotrexate,L01BA01
OTHER DRUGS FOR ACID RELATED DISORDERS in ATC,A02X
pipenzolate,A03AB14
vildagliptin,A10BH02
trichloroethylene,N01AB05
Drugs used in hereditary angioedema,B06AC
other plasma protein fractions,B05AA02
formoterol and fluticasone,R03AK11
enoxolone,D03AX10
vapreotide,H01CB04
beclometasone,A07EA07
"itramin tosilate, combinations",C01DX51
nadolol and thiazides,C07BA12
orgotein,M01AX14
"Insulins and analogues for injection, fast-acting",A10AB
oxyphenbutazone,M02AA04
levofloxacin,S01AE05
muromonab-CD3,L04AA02
levocarnitine,A16AA01
cefetamet,J01DD10
vorapaxar,B01AC26
stiripentol,N03AX17
"cromoglicic acid, combinations",R01AC51
fluocinolone acetonide and antiinfectives,S02CA05
triaziquone,L01AC02
cinepazide,C04AX27
"Insulins and analogs for injection, fast-acting combinations",A10AB30
vigabatrin,N03AG04
technetium (99mTc) antigranulocyte antibody,V09HA03
cefpodoxime,J01DD13
besifloxacin,S01AE08
nabumetone,M01AX01
Combinations of antihistamines,R06AK
budipine,N04BX03
piroxicam,M02AA07
cyclopenthiazide and potassium,C03AB07
pemoline,N06BA05
chromium (51Cr) chromate labelled cells,V09GX03
Group Attribute,T102
difluprednate,D07AC19
fibrinogen (125I),V09GB01
aluminium chloride,D10AX01
amodiaquine,P01BA06
diflucortolone,D07XC04
sulindac,M01AB02
diflucortolone,D07AC06
other cough suppressant combinations in ATC,R05DB20
fimasartan,C09CA10
diethyltoluamide,P03BX01
aluminium oxide,D10AX04
mercaptamine,A16AA04
phenol,C05BB05
ceftaroline fosamil,J01DI02
Finding,T033
fingolimod,L04AA27
abiraterone,L02BX03
linseed,A06AC05
Antiinfectives for treatment of acne,D10AF
nifedipine and diuretics,C08GA01
haloperidol,N05AD01
ethacizine,C01BC09
betamethasone,C05AA05
"theophylline, combinations excl. psycholeptics",R03DA54
Anticholinergics inhalants for obstructive airway diseases,R03BB
ferric hydroxide,B03AB04
"Enzyme preparations, digestives",A09AA
zinc bandage without supplements,D09AB01
benziodarone,C01DX04
niperotidine,A02BA05
noxytiolin,B05CA07
betamethasone,R03BA04
vosaroxin,L01XX53
"Progesterone receptor modulators, sex hormones and modulators of the genital system",G03XB
secretin,V04CK01
Parathyroid hormones and analogues,H05AA
disulfiram,N07BB01
quinagolide,G02CB04
scopolamine,N05CM05
ANTI-DEMENTIA DRUGS,N06D
"Hemodialytics, concentrates",B05ZA
sulfinpyrazone,M04AB02
naltrexone,N07BB04
Other emollients and protectives in ATC,D02AX
olmesartan medoxomil and diuretics,C09DA08
chlormadinone and ethinylestradiol,G03AB07
ANESTHETICS,N01
hexylresorcinol,R02AA12
mivacurium chloride,M03AC10
diltiazem,C05AE03
"Estren derivatives, sex hormones and modulators of the genital system",G03DC
mirtazapine,N06AX11
rimiterol,R03AC05
rubella immunoglobulin,J06BB06
"isoprenaline, combinations",R03CB51
"Enzyme and acid preparations, combinations",A09AC
belinostat,L01XX49
Other i.v. solution additives in ATC,B05XX
clozapine,N05AH02
lafutidine,A02BA08
reteplase,B01AD07
rosuvastatin and amlodipine,C10BX09
flufenamic acid,M01AG03
snake venom antiserum,J06AA03
umifenovir,J05AX13
nelarabine,L01BB07
GENITO URINARY SYSTEM AND SEX HORMONES,G
clonidine,N02CX02
nandrolone,A14AB01
roquinimex,L03AX02
selenium sulfide,D01AE13
GENERAL NUTRIENTS,V06
"carisoprodol, combinations excl. psycholeptics",M03BA52
Selective beta-2-adrenoreceptor agonist inhalants,R03AC
"lansoprazole, clarithromycin and tinidazole",A02BD09
etilefrine,C01CA01
taliglucerase alfa,A16AB11
Archaeon,T194
flavoxate,G04BD02
ANTIPSYCHOTICS,N05A
"Aminoalkyl ethers, systemic antihistamines",R06AA
aprobarbital,N05CA05
sebelipase alfa,A16AB14
ANTI-ACNE PREPARATIONS,D10
dopamine,C01CA04
lanatoside C,C01AA06
Sclerosing agents for local injection,C05BB
dimetotiazine,N02CX05
carbinoxamine,R06AA08
ribociclib,L01XE42
pirbuterol,R03AC08
thiopental,N01AF03
cytarabine,L01BC01
Other antipruritics in ATC,D04AX
Other antiepileptics in ATC,N03AX
indinavir,J05AE02
ANTIINFLAMMATORY THERAPEUTIC RADIOPHARMACEUTICALS,V10A
gitoformate,C01AA09
indacaterol and glycopyrronium bromide,R03AL04
"hydrochlorothiazide, combinations",C03AX01
opium,A07DA02
Penicillins with extended spectrum combinations,J01CA20
sulfadimidine,J01EB03
DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,A05C
"Oxicams, antiinflammatory and antirheumatic drugs",M01AC
oxytocin,H01BB02
mercuric iodide,D08AK30
"poliomyelitis oral, trivalent, live attenuated",J07BF02
rosuvastatin and valsartan,C10BX10
ambrisentan,C02KX02
"diphenhydramine, combinations",R06AA52
potassium canrenoate,C03DA02
medrogestone and estrogen,G03FB07
isosorbide mononitrate,C01DA14
warfarin,B01AA03
amifostine,V03AF05
nateglinide,A10BX03
retinol,D10AD02
ivabradine,C01EB17
clobetasol,D07AD01
"Insulins and analogs for injection, intermediate-acting combined with fast-acting- combinations",A10AD30
plastic IUD,G02BA01
"dantron, incl. combinations",A06AG03
broxyquinoline,P01AA01
basiliximab,L04AC02
cenegermin,S01XA24
brotizolam,N05CD09
Agni casti fructus,G02CX03
promestriene,G03CA09
nitrofural,S02AA02
Preparations inhibiting uric acid production,M04AA
quinine,P01BC01
sulfametomidine,J01ED03
hachimycin,G01AA06
chlorobutanol,A04AD04
Thyrotropin Class in ATC,H01AB
delavirdine,J05AG02
Iron chelating agents,V03AC
interferon beta natural,L03AB02
insulin (beef),A10AB02
"sulfonamides, high-ceiling diuretics, plain",C03CA
benzethonium,R02AA09
insulin aspart,A10AB05
ANTIPSORIATICS FOR SYSTEMIC USE,D05B
pyrithione zinc,D11AX12
"cyclizine, combinations",R06AE53
bifemelane,N06AX08
sodium phosphate,A06AD17
cabazitaxel,L01CD04
padeliporfin,L01XD07
artesunate and mefloquine,P01BF02
"Propionic acid derivatives, antiinflammatory and antirheumatic products",M01AE
Hippocastani semen,C05CX03
tribenoside,C05AX05
methylprednisolone,H02AB04
plecanatide,A06AX07
framycetin,D09AA01
calcium laevulate,A12AA30
AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A
maprotiline,N06AA21
eptifibatide,B01AC16
chlormezanone,M03BB02
buprenorphine,N02AE01
medazepam,N05BA03
melagatran,B01AE04
etoperidone,N06AB09
efalizumab,L04AA21
norfloxacin and tinidazole,J01RA13
phenformin and sulfonylureas,A10BD01
valproic acid,N03AG01
Preparations with no effect on uric acid metabolism,M04AC
CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,V09G
phenylmercuric nitrate,D09AA04
insulin degludec,A10AE06
beraprost,B01AC19
benzylpenicillin,J01CE01
mepartricin,G01AA09
budesonide,R01AD05
Other agents for treatment of hemorrhoids and anal fissures for topical use in ATC,C05AX
metoclopramide,A03FA01
ferrous sulfate,B03AA07
"ephedrine, combinations",A08AA56
diphtheria-poliomyelitis-tetanus,J07CA01
"scopolamine, combinations",A04AD51
clofedanol,R05DB10
collagen,G04BX11
oxymetazoline,R01AB07
DOPAMINERGIC AGENTS,N04B
rosuvastatin and ezetimibe,C10BA06
ketotifen,R06AX17
propranolol and thiazides,C07BA05
Bird,T012
oxidized cellulose,B02BC02
Amino Acid Sequence,T087
High-ceiling diuretics and potassium-sparing agents,C03EB
trolamine,D03AX12
methazolamide,S01EC05
Macrolides,J01FA
methylergometrine,G02AB01
