name,atc,inchi_key,smiles
t-62,,OTZVBZFYMFTYKH-UHFFFAOYSA-N,NC1=C(C(=O)C2=CC=C(Cl)C=C2)C2=C(CCCC2)S1
pinometostat,,LXFOLMYKSYSZQS-LURJZOHASA-N,[H][C@]1(CCC2=NC3=C(N2)C=C(C=C3)C(C)(C)C)C[C@]([H])(C1)N(C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(C)C
chlorsulfaquinoxaline,,CTSNHMQGVWXIEG-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=CC=CC(Cl)=C2N=C1
gallopamil,C08DA02,XQLWNAFCTODIRK-UHFFFAOYSA-N,COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C
ozenoxacin,D06AX14,XPIJWUTXQAGSLK-UHFFFAOYSA-N,CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O
crolibulin,,JXONINOYTKKXQQ-CQSZACIVSA-N,COC1=CC(=CC(Br)=C1OC)[C@@H]1C2=CC=C(N)C(N)=C2OC(N)=C1C#N
cafedrine,C01CA21,UJSKUDDDPKGBJY-WFASDCNBSA-N,C[C@H](NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C)[C@H](O)C1=CC=CC=C1
theodrenaline,C01CA23,WMCMJIGLYZDKRN-UHFFFAOYSA-N,CN1C2=C(N(CCNCC(O)C3=CC(O)=C(O)C=C3)C=N2)C(=O)N(C)C1=O
get-73,,QLZOWJNFLXSDSH-UHFFFAOYSA-N,COCCCC(=O)NCC1=CC=C(C=C1)C(F)(F)F
jnj-39220675,,IQOWHZHNGJXGHG-UHFFFAOYSA-N,FC1=CC=C(OC2=CC=C(C=N2)C(=O)N2CCCN(CC2)C2CCC2)C=C1
opipramol,N06AA05,YNZFUWZUGRBMHL-UHFFFAOYSA-N,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1
fenobam,,DWPQODZAOSWNHB-UHFFFAOYSA-N,CN1CC(=O)N=C1NC(=O)NC1=CC(Cl)=CC=C1
merotocin,,PVVHQWISMVJHFK-NIFJBHDKSA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)CC1=CC=C(F)C=C1
ro-4987655,,FIMYFEGKMOCQKT-UHFFFAOYSA-N,OCCON=C(O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C(CN2OCCCC2=O)=C1
granotapide,,FPUQGCOBYOXAED-UHFFFAOYSA-N,CCOC(=O)C(COC(=O)CC1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C(=C1)C(=O)N(C)C)(C(=O)OCC)C1=CC=CC=C1
remogliflozin etabonate,,UAOCLDQAQNNEAX-ABMICEGHSA-N,CCOC(=O)OC[C@H]1O[C@@H](OC2=NN(C(C)C)C(C)=C2CC2=CC=C(OC(C)C)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
quercetin-3'-o-phosphate,,UWJBYNLLMAPJMM-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(OP(O)(O)=O)=C(O)C=C1
isoxaflutole,,OYIKARCXOQLFHF-UHFFFAOYSA-N,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H]
nikkomycin z,,WWJFFVUVFNBJTN-VHDFTHOZSA-N,C[C@@H]([C@H](N)C(=O)N[C@@H]([C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O)C(O)=O)[C@H](O)C1=CC=C(O)C=N1
helium he-3,,SWQJXJOGLNCZEY-BJUDXGSMSA-N,[3He]
odm-201,,BLIJXOOIHRSQRB-PXYINDEMSA-N,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O
lactitol,A06AD12,VQHSOMBJVWLPSR-JVCRWLNRSA-N,[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O[C@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)CO
milatuzumab,,,
phloroglucinol,A03AX12,QCDYQQDYXPDABM-UHFFFAOYSA-N,OC1=CC(O)=CC(O)=C1
dihydralazine,C02LG01,VQKLRVZQQYVIJW-UHFFFAOYSA-N,NN=C1NNC(=NN)C2=CC=CC=C12
"8-cyclopentyl-1,3-dipropylxanthine",,FFBDFADSZUINTG-UHFFFAOYSA-N,CCCN1C2=C(N=C(N2)C2CCCC2)C(=O)N(CCC)C1=O
doxifluridine,,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(O)=NC1=O
didox,,QJMCKEPOKRERLN-UHFFFAOYSA-N,ONC(=O)C1=CC(O)=C(O)C=C1
pf-03382792,,AGMOFKKOVMRGAK-UHFFFAOYSA-N,CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)C2=CC(F)=CC=C12
albusomatropin,,,
pivagabine,N06AX15,SRPNQDXRVRCTNK-UHFFFAOYSA-N,CC(C)(C)C(O)=NCCCC(O)=O
methylprednisone,,SVYCRJXQZUCUND-PQXSVQADSA-N,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
disitertide,,,
terizidone,J04AK03,ODKYYBOHSVLGNU-IAGONARPSA-N,O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1
delparantag,,PWFIFNGOPQUNIT-ITMZJIMRSA-N,COC1=CC=C(NC(=O)[C@H](CCCCN)NC(=O)C2=CC(NC(=O)[C@H](CCCCN)NC(=O)C3=CC(NC(=O)[C@H](CCCCN)NC(=O)C4=CC(NC(=O)[C@@H](N)CCCCN)=CC=C4OC)=CC=C3OC)=CC=C2OC)C=C1C(N)=O
vantictumab,,,
5-fluoro-2'-deoxycytidine,,IDYKCXHJJGMAEV-RRKCRQDMSA-N,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=C(F)C(=N)N=C1O
prothipendyl,N05AX07,JTTAUPUMOLRVRA-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2SC2=C1N=CC=C2
iowh-032,,DSFNLJXHXBIKDS-UHFFFAOYSA-N,OC1=C(Br)C=C(C=C1Br)C1=NOC(=N1)C(=O)NCC1=CC=C(OC2=CC=CC=C2)C=C1
incb-9471,,ZMCJFJZOSKEMOM-DNKZPPIMSA-N,CCO[C@@H]1CC2=CC(=CC=C2[C@H]1N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C(F)(F)F
leukotriene b4,,VNYSSYRCGWBHLG-AMOLWHMGSA-N,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O
cp-547632,,HXHAJRMTJXHJJZ-UHFFFAOYSA-N,NC(=O)C1=C(NC(O)=NCCCCN2CCCC2)SN=C1OCC1=C(F)C=C(Br)C=C1F
ccx-354,,ZIMLRKWQDLVPEK-UHFFFAOYSA-N,COC1=CC(=CC=C1Cl)N1CCN(CC1)C(=O)CN1N=C(C2=NC=CN2)C2=CC=CN=C12
lerisetron,,PWWDCRQZITYKDV-UHFFFAOYSA-N,C(N1C2=CC=CC=C2N=C1N1CCNCC1)C1=CC=CC=C1
silver,D08AL30,BQCADISMDOOEFD-UHFFFAOYSA-N,[Ag]
falnidamol,,FTFRZXFNZVCRSK-UHFFFAOYSA-N,CN1CCC(CC1)NC1=NC=C2N=CN=C(NC3=CC=C(F)C(Cl)=C3)C2=N1
mitoguazone,L01XX16,MXWHMTNPTTVWDM-VEPASKNESA-N,CC(\C=N\NC(N)=N)=NNC(N)=N
donu,,BQIFCAGMUAMYDV-JIGDXULJSA-N,O[C@H]1CCC[C@@H](O)[C@@H]1NC(=O)N(CCCl)N=O
methylinositol,,DSCFFEYYQKSRSV-KLJZZCKASA-N,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
levoglucose,,GZCGUPFRVQAUEE-VANKVMQKSA-N,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C=O
pactimibe,,TXIIZHHIOHVWJD-UHFFFAOYSA-N,CCCCCCCCN1CCC2=C1C(NC(=O)C(C)(C)C)=C(C)C(CC(O)=O)=C2C
sepranolone,,AURFZBICLPNKBZ-FZCSVUEKSA-N,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C
serlopitant,,FLNYCRJBCNNHRH-OIYLJQICSA-N,C[C@@H](O[C@H]1CC[C@@H]2CN(C[C@H]2[C@@H]1C1=CC=C(F)C=C1)C1=CC(=O)CC1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
roniciclib,,UELYDGOOJPRWGF-SRQXXRKNSA-N,C[C@@H](O)[C@@H](C)OC1=C(C=NC(NC2=CC=C(C=C2)[S@](=N)(=O)C2CC2)=N1)C(F)(F)F
pyronaridine,P01BF06,DJUFPMUQJKWIJB-UHFFFAOYSA-N,COC1=NC2=C(NC3=CC(CN4CCCC4)=C(O)C(CN4CCCC4)=C3)C3=CC=C(Cl)C=C3N=C2C=C1
robatumumab,,,
simenepag isopropyl,,MSIIJNOQQWRTFC-GGAORHGYSA-N,CCCCC[C@H](O)C1=CC=C(C=C1)N1[C@@H](COCC2=CC=C(S2)C(=O)OC(C)C)CCC1=O
pexidartinib,,JGWRKYUXBBNENE-UHFFFAOYSA-N,FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1
nepicastat,,YZZVIKDAOTXDEB-JTQLQIEISA-N,NCC1=CNC(=S)N1[C@H]1CCC2=C(C1)C=C(F)C=C2F
chs-828,,BOIPLTNGIAPDBY-UHFFFAOYSA-N,ClC1=CC=C(OCCCCCCNC(NC2=CC=NC=C2)=NC#N)C=C1
xl-888,,LHGWWAFKVCIILM-HLRQEUIKSA-N,[H][C@@](C)(CC)NC1=C(C=C(C)C(=C1)C(O)=N[C@]1([H])C[C@]2([H])CC[C@]([H])(C1)N2C1=NC=C(C=C1)C(=O)C1CC1)C(O)=N
silicon,,XUIMIQQOPSSXEZ-UHFFFAOYSA-N,[Si]
phthalocyanine,,IEQIEDJGQAUEQZ-UHFFFAOYSA-N,N1C2=C3C=CC=CC3=C1\N=C1/N=C(/N=C3\N=C(NC4=N\C(=N/2)C2=CC=CC=C42)C2=CC=CC=C32)C2=CC=CC=C12
larotaxel,,DXOJIXGRFSHVKA-BZVZGCBYSA-N,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@H]3[C@]4(C[C@H]4C[C@H]4OC[C@@]34OC(C)=O)C1=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
quisinostat,,PAWIYAYFNXQGAP-UHFFFAOYSA-N,CN1C=C(CNCC2CCN(CC2)C2=NC=C(C=N2)C(=O)NO)C2=CC=CC=C12
vs-5584,,QYBGBLQCOOISAR-UHFFFAOYSA-N,CC(C)N1C(C)=NC2=C(N=C(N=C12)N1CCOCC1)C1=CN=C(N)N=C1
penclomedine,,DZVPGIORVGSQMC-UHFFFAOYSA-N,COC1=C(Cl)C(OC)=C(Cl)C(=N1)C(Cl)(Cl)Cl
ly-518674,,PNHFDVSKDSLUFH-UHFFFAOYSA-N,CC1=CC=C(CN2N=C(CCCC3=CC=C(OC(C)(C)C(O)=O)C=C3)NC2=O)C=C1
neosaxitoxin,,PPEKGEBBBBNZKS-HGRQIUPRSA-N,NC(=O)OC[C@H]1[C@@H]2NC(N)=N[C@]22N(CCC2(O)O)C(=N)N1O
icosabutate,,VOGXDRFFBBLZBT-AAQCHOMXSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCOC(CC)C(O)=O
deoxyspergualin,,IDINUJSAMVOPCM-INIZCTEOSA-N,NCCCNCCCCNC(=O)[C@H](O)NC(=O)CCCCCCNC(N)=N
bleomycin a6,,,
berkelium,,PWVKJRSRVJTHTR-UHFFFAOYSA-N,[Bk]
mip-1095 i-123,,LFEGKCKGGNXWDV-NKNRFTOXSA-N,OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)NC1=CC=C([123I])C=C1)C(O)=O)C(O)=O
acteoside,,FBSKJMQYURKNSU-ZLSOWSIRSA-N,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC(O)=C(O)C=C3)O[C@H](CO)[C@H]2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O
brilacidin,,QPDYBCZNGUJZDK-DNQXCXABSA-N,NC(=N)NCCCCC(=O)NC1=C(O[C@@H]2CCNC2)C(NC(=O)C2=CC(=NC=N2)C(=O)NC2=CC(=CC(NC(=O)CCCCNC(N)=N)=C2O[C@@H]2CCNC2)C(F)(F)F)=CC(=C1)C(F)(F)F
pf-00217830,,QGNOXTFZOLDODX-UHFFFAOYSA-N,O=C1CCC2=CC=C(OCCCCN3CCN(CC3)C3=CC=CC4=CC=CC=C34)N=C2N1
mk-6186,,FZBAOOQVQXATRL-UHFFFAOYSA-N,ClC1=CC(OC2=C3C=NN(CC4=NNC5=NC=CC=C45)C3=CC=C2Cl)=CC(=C1)C#N
pci-27483,,WDJHHCAKBRKCLW-IBGZPJMESA-N,NC(=N)C1=CC=C2N=C(NC2=C1)C1=CC(CC(=O)N[C@@H](CC(O)=O)C(O)=O)=CC(=C1O)C1=CC(=CC=C1O)S(N)(=O)=O
tinoridine,,PFENFDGYVLAFBR-UHFFFAOYSA-N,CCOC(=O)C1=C(N)SC2=C1CCN(CC1=CC=CC=C1)C2
hki-357,,NERXPXBELDBEPZ-RMKNXTFCSA-N,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC(F)=C4)C(Cl)=C3)=C(C=NC2=C1)C#N
cortivazol,H02AB17,RKHQGWMMUURILY-UHRZLXHJSA-N,C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=CC5=C(C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O)C=NN5C1=CC=CC=C1
mavoglurant,,ZFPZEYHRWGMJCV-ZHALLVOQSA-N,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#CC1=CC(C)=CC=C1
rebastinib,,WVXNSAVVKYZVOE-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(OC2=CC(F)=C(C=C2)N=C(O)NC2=CC(=NN2C2=CC=C3N=CC=CC3=C2)C(C)(C)C)=C1
cibinetide,,WZTIQQBMSJTRBR-WYKNNRPVSA-N,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(O)=O
enfortumab vedotin,,,
"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",,ZDRSNHRWLQQICP-UHFFFAOYSA-N,CC(C)(C)C1=CC(=CC=C1O)C(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C
carbendazim,,TWFZGCMQGLPBSX-UHFFFAOYSA-N,COC(=O)NC1=NC2=CC=CC=C2N1
4-isothioureidobutyronitrile,,PRDJGNVQBVXXEO-UHFFFAOYSA-N,NC(=N)SCCCC#N
diethylhomospermine,,QXOCYGPVDXDFLC-UHFFFAOYSA-N,CCNCCCCNCCCCNCCCCNCC
aqx-1125,,MDEJTPWQNNMAQF-BVMLLJBZSA-N,C[C@]12CC[C@@H]([C@@H](CN)[C@@H]1CCC2=C)[C@@]1(C)CC[C@H](O)C[C@@H]1CO
lff-571,,GNLYKLDXQZHYTR-LMOGNUDZSA-N,CNC(=O)C[C@@H]1NC(=O)C2=CSC(=N2)C2=CC=C(N=C2C2=CSC(=N2)C2=CSC(=N2)[C@@H](NC(=O)CNC(=O)C2=C(COC)SC(=N2)[C@@H](NC(=O)C2=C(C)SC1=N2)C(C)C)[C@@H](O)C1=CC=CC=C1)C1=NC(=CS1)N(CCCCC(O)=O)C(=O)O[C@H]1CC[C@@H](CC1)C(O)=O
hypericin,,BTXNYTINYBABQR-UHFFFAOYSA-N,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C4=C3C3=C2C1=C1C(C)=CC(O)=C2C(=O)C5=C(O)C=C(O)C4=C5C3=C12
ly-2300559,,DWQVYDLTPMGYNE-DEOSSOPVSA-N,CCCC1=C(OCC2=CC=C(C=C2)[C@H](O)C2=CC=CC(=C2)C(O)=O)C=CC(C(C)=O)=C1O
rovalpituzumab tesirine,,,
dimiracetam,,XTXXOHPHLNROBN-UHFFFAOYSA-N,O=C1CN2C(CCC2=O)N1
henatinib,,MCTXSDCWFQAGFS-UEXNTNOUSA-N,CC1=C(NC2=C1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2)\C=C1/C(=O)NC2=CC=C(F)C=C12
apratastat,,MAVDNGWEBZTACC-HNNXBMFYSA-N,CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)C1=CC=C(OCC#CCO)C=C1
123i-iodometomidate,,KECBLXVYTIVCTG-SECBINFHSA-N,COC(=O)C1=CN=CN1[C@H](C)C1=CC=C(I)C=C1
ly-2874455,,GKJCVYLDJWTWQU-CXLRFSCWSA-N,C[C@@H](OC1=CC=C2NN=C(\C=C\C3=CN(CCO)N=C3)C2=C1)C1=C(Cl)C=NC=C1Cl
ipi-493,,XYFFWTYOFPSZRM-TWNAANEASA-N,CO[C@H]1C[C@H](C)CC2=C(N)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
mk-8245,,UJEAABFSXKCSGI-UHFFFAOYSA-N,OC(=O)CN1N=NC(=N1)C1=CC(=NO1)N1CCC(CC1)OC1=C(Br)C=CC(F)=C1
tiapride,N05AL03,JTVPZMFULRWINT-UHFFFAOYSA-N,CCN(CC)CCN=C(O)C1=C(OC)C=CC(=C1)S(C)(=O)=O
ornidazole,G01AF06,IPWKIXLWTCNBKN-UHFFFAOYSA-N,CC1=NC=C(N1CC(O)CCl)N(=O)=O
tucaresol,,XEDONBRPTABQFB-UHFFFAOYSA-N,OC(=O)C1=CC=C(COC2=CC=CC(O)=C2C=O)C=C1
biapenem,J01DH05,MRMBZHPJVKCOMA-YJFSRANCSA-N,[H][C@](C)(O)[C@@]1([H])C(=O)N2C(C([O-])=O)=C(SC3CN4C=NC=[N+]4C3)[C@]([H])(C)[C@]12[H]
mk-0873,,JJWKQXNHYDJXKF-UHFFFAOYSA-N,[O-][N+]1=CC(=CC=C1)C#CC1=CC(=CC=C1)N1C=C(C(=O)NC2CC2)C(=O)C2=CC=CN=C12
2'-fluoro-5-ethylarabinosyluracil,,UIYWFOZZIZEEKJ-PXBUCIJWSA-N,OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N1C=CC(=O)NC1=O
niobium,,GUCVJGMIXFAOAE-UHFFFAOYSA-N,[Nb]
enecadin,,SZSHJTJCJOWMHM-UHFFFAOYSA-N,CC1=NC(=CC(OCCCCCN2CCCCC2)=N1)C1=CC=C(F)C=C1
urocortin-2,,,
foxy-5,,WFZPJYYCTSHDJI-ATIWLJMLSA-N,CSCC[C@H](NC=O)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O
ag-24322,,MEKASOQEXYKAKM-UHFFFAOYSA-N,CCNCC1=CN=CC(=C1C)C1=CC=C2NN=C(C3=NC4=C(F)C=C(F)C=C4N3)C2=C1
ramatroban,,LDXDSHIEDAPSSA-OAHLLOKOSA-N,[H][C@]1(CCC2=C(C1)C1=CC=CC=C1N2CCC(O)=O)NS(=O)(=O)C1=CC=C(F)C=C1
namilumab,,,
glyceryl trioleate,,PHYFQTYBJUILEZ-IUPFWZBJSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC
aminaphthone,,YLMPBJUYFTWHKJ-UHFFFAOYSA-N,CC1=C(OC(=O)C2=CC=C(N)C=C2)C(O)=C2C=CC=CC2=C1O
gandotinib,,SQSZANZGUXWJEA-UHFFFAOYSA-N,CC1=CC(NC2=NN3C(CC4=CC=C(Cl)C=C4F)=C(C)N=C3C(CN3CCOCC3)=C2)=NN1
odalasvir,,LSYBRGMTRKJATA-IVEWBXRVSA-N,COC(=O)N[C@@H](C(C)C)C(=O)N1[C@@H](C[C@@H]2CCCC[C@H]12)C1=NC2=CC=C(C=C2N1)C1=CC2=CC=C1CCC1=CC=C(CC2)C(=C1)C1=CC=C2N=C(NC2=C1)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@@H](NC(=O)OC)C(C)C
fenoverine,A03AX05,UBAJTZKNDCEGKL-UHFFFAOYSA-N,O=C(CN1CCN(CC2=CC3=C(OCO3)C=C2)CC1)N1C2=CC=CC=C2SC2=CC=CC=C12
gossypol,,QBKSWRVVCFFDOT-UHFFFAOYSA-N,CC(C)C1=C2C=C(C)C(=C(O)C2=C(C=O)C(O)=C1O)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C
racotumomab,,,
tocladesine,,CLLFEJLEDNXZNR-UUOKFMHZSA-N,NC1=C2N=C(Cl)N([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1
pentavalent antimony,,ZDINGUUTWDGGFF-UHFFFAOYSA-N,[Sb+5]
pac-1,,YQNRVGJCPCNMKT-LFVJCYFKSA-N,OC1=C(\C=N\NC(=O)CN2CCN(CC3=CC=CC=C3)CC2)C=CC=C1CC=C
lobaplatin,,,
tirilazad,N07XX01,RBKASMJPSJDQKY-RBFSKHHSSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=CC(=NC(=N1)N1CCCC1)N1CCCC1
ch-5132799,,JEGHXKRHKHPBJD-UHFFFAOYSA-N,CS(=O)(=O)N1CCC2=C(N=C(N=C12)N1CCOCC1)C1=CNC(=N)N=C1
upamostat,,HUASEDVYRABWCV-NDEPHWFRSA-N,CCOC(=O)N1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(\N)=N/O)NS(=O)(=O)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C
cp-195543,,NZQDWKCNBOELAI-KSFYIVLOSA-N,O[C@@H]1[C@@H](CC2=CC=CC=C2)COC2=CC(=CC=C12)C1=CC(=CC=C1C(O)=O)C(F)(F)F
act-451840,,BQZUYCCCNXOADJ-TVNMEPFQSA-N,CC(=O)N1CCN(CC1)C1=CC=C(CN([C@@H](CC2=CC=CC=C2)C(=O)N2CCN(CC3=CC=C(C=C3)C#N)CC2)C(=O)\C=C\C2=CC=C(C=C2)C(C)(C)C)C=C1
oteseconazole,,IDUYJRXRDSPPRC-NRFANRHFSA-N,O[C@@](CN1C=NN=N1)(C1=CC=C(F)C=C1F)C(F)(F)C1=CC=C(C=N1)C1=CC=C(OCC(F)(F)F)C=C1
irsogladine,,ATCGGEJZONJOCL-UHFFFAOYSA-N,NC1=NC(=NC(N)=N1)C1=C(Cl)C=CC(Cl)=C1
torapsel,,,
methanesulfonyl fluoride,,KNWQLFOXPQZGPX-UHFFFAOYSA-N,CS(F)(=O)=O
pf-03814735,,RYYNGWLOYLRZLK-RBUKOAKNSA-N,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1C1=C2C=CC(NC2=NC=C(C(NC3CCC3)=N2)C(F)(F)F)=C1
cep-37440,,BCSHRERPHLTPEE-NRFANRHFSA-N,CNC(=O)C1=CC=CC=C1NC1=C(Cl)C=NC(NC2=CC=C3C[C@H](CCCC3=C2OC)N2CCN(CCO)CC2)=N1
mln8054,,HHFBDROWDBDFBR-UHFFFAOYSA-N,OC(=O)C1=CC=C(NC2=NC=C3CN=C(C4=C(C=CC(Cl)=C4)C3=N2)C2=C(F)C=CC=C2F)C=C1
me-344,,QVCAATSEPLQVBX-FPOVZHCZSA-N,CC1=C(O)C=CC2=C1OC[C@H]([C@H]2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
parthenolide,,KTEXNACQROZXEV-SLXBATTESA-N,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
tramazoline,R01AA09,QQJLHRRUATVHED-UHFFFAOYSA-N,C1CN=C(NC2=CC=CC3=C2CCCC3)N1
ly-2811376,,MJQMRGWYPNIERM-HNNXBMFYSA-N,C[C@]1(CCSC(N)=N1)C1=CC(=C(F)C=C1F)C1=CN=CN=C1
liarozole,,UGFHIPBXIWJXNA-UHFFFAOYSA-N,ClC1=CC=CC(=C1)C(N1C=CN=C1)C1=CC=C2N=CNC2=C1
rotigaptide,,GFJRASPBQLDRRY-TWTQBQJDSA-N,C[C@@H](NC(=O)CNC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H]1CCCN1C(=O)[C@@H](CC1=CC=C(O)C=C1)NC(C)=O)C(=O)NCC(N)=O
9-(n-methyl-l-isoleucine)-cyclosporin a,,RPJPZDVUUKWPGT-FOIHOXPVSA-N,CC[C@H](C)[C@@H]1N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC1=O)C(C)C
nimustine,L01AD06,VFEDRRNHLBGPNN-UHFFFAOYSA-N,CC1=NC=C(CN=C(O)N(CCCl)N=O)C(=N)N1
surinabant,,HMXDWDSNPRNUKI-UHFFFAOYSA-N,CCC1=C(N(N=C1C(O)=NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Br)C=C1
creatinolfosfate,C01EB05,FOIPWTMKYXWFGC-UHFFFAOYSA-N,CN(CCOP(O)(O)=O)C(N)=N
gdc-0349,,RGJOJUGRHPQXGF-INIZCTEOSA-N,CCNC(=O)NC1=CC=C(C=C1)C1=NC2=C(CCN(C2)C2COC2)C(=N1)N1CCOC[C@@H]1C
tregalizumab,,,
macimorelin,V04CD06,UJVDJAPJQWZRFR-DHIUTWEWSA-N,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O
